Top pages,Clicks,Impressions,CTR,Position
https://www.fleafind.ch/de/markt/floh-raritaetenmarkt-europaplatz-bern,13,832,1.56%,9.72
https://www.fleafind.ch/de/markt/flohmarkt-am-see-wollishofen-zuerich,13,406,3.2%,10.3
https://www.fleafind.ch/de/schweiz/st-gallen,13,377,3.45%,15.23
https://www.fleafind.ch/de/schweiz/schaffhausen/dieses-wochenende,13,139,9.35%,25.93
https://www.fleafind.ch/de/markt/flohmarkt-dampfzentrale-bern/2026-09-27,12,965,1.24%,6.64
https://www.fleafind.ch/de/markt/flohmarkt-gallusplatz-stgallen/2026-08-01,12,198,6.06%,4.05
https://www.fleafind.ch/de/maerkte/2026-07-25/bern,12,103,11.65%,6.46
https://www.fleafind.ch/de/maerkte/2026-07-25/zuerich,11,63,17.46%,5.05
https://www.fleafind.ch/de/schweiz/zuerich/dieses-wochenende,10,134,7.46%,12.31
https://www.fleafind.ch/fr/schweiz/basel,8,265,3.02%,9.18
https://www.fleafind.ch/de/markt/flohmarkt-vogesenplatz-basel,8,113,7.08%,19.61
https://www.fleafind.ch/fr/markt/marche-aux-puces-fribourg,8,104,7.69%,6.23
https://www.fleafind.ch/en/markt/marche-aux-puces-plainpalais-geneve-mittwoch/2026-07-22,7,391,1.79%,3.44
https://www.fleafind.ch/de/schweiz/st-gallen/samstag,7,276,2.54%,10.35
https://www.fleafind.ch/fr/markt/coffre-ouvert-villeneuve/2026-07-11,7,272,2.57%,6.88
https://www.fleafind.ch/en/schweiz/nyon,7,171,4.09%,6.96
https://www.fleafind.ch/en/maerkte/wochenende/bern,7,140,5%,7.02
https://www.fleafind.ch/de/markt/strandgut-flohmarkt-neubad-luzern,6,284,2.11%,9.58
https://www.fleafind.ch/de/markt/chilbi-flohmarkt-europaplatz-bern/2026-08-23,6,228,2.63%,7.56
https://www.fleafind.ch/fr/schweiz/bern,6,172,3.49%,14.63
https://www.fleafind.ch/en/schweiz/luzern,6,164,3.66%,8.27
https://www.fleafind.ch/en/markt/floh-und-antiquitaetenmarkt-schadaumaerit-thun/2026-07-19,6,106,5.66%,6.71
https://www.fleafind.ch/de/maerkte/wochenende/st-gallen,6,79,7.59%,9.3
https://www.fleafind.ch/de/markt/fundus-flohmarkt-arena-root/2026-08-16,6,72,8.33%,6.79
https://www.fleafind.ch/en/markt/flohmarkt-kanzlei-zuerich/2026-07-18,6,68,8.82%,4.35
https://www.fleafind.ch/en/markt/flohmarkt-kanzlei-zuerich/2026-08-01,6,50,12%,4.84
https://www.fleafind.ch/fr/schweiz/lausanne/samedi,5,238,2.1%,10.41
https://www.fleafind.ch/en/markt/marches-tunnel-lausanne,5,208,2.4%,11.75
https://www.fleafind.ch/de/markt/flohmarkt-aarau/2026-08-01,5,118,4.24%,7.93
https://www.fleafind.ch/en/markt/flohmarkt-petersplatz-basel/2026-08-01,5,96,5.21%,4.93
https://www.fleafind.ch/de/markt/flohmi-am-see-bern/2026-08-23,5,92,5.43%,5.55
https://www.fleafind.ch/de/markt/flohmarkt-petersplatz-basel/2026-08-01,5,71,7.04%,3.76
https://www.fleafind.ch/fr/markt/vide-grenier-sallaz-lausanne,5,56,8.93%,22.21
https://www.fleafind.ch/en/maerkte/2026-08-01,5,54,9.26%,8.46
https://www.fleafind.ch/en/markt/slow-fashion-market-lausanne,5,50,10%,11.44
https://www.fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-07-25,5,41,12.2%,6.61
https://www.fleafind.ch/fr/markt/brocante-de-carouge-geneve,4,409,0.98%,8.59
https://www.fleafind.ch/en/schweiz/geneve/saturday,4,210,1.9%,10.08
https://www.fleafind.ch/de/maerkte/heute/st-gallen,4,182,2.2%,21.92
https://www.fleafind.ch/en/schweiz,4,177,2.26%,23.65
https://www.fleafind.ch/fr/markt/marches-tunnel-lausanne-samedi/2026-08-01,4,138,2.9%,5.12
https://www.fleafind.ch/de/markt/gaenggali-markt-chur/2026-08-01,4,120,3.33%,6.03
https://www.fleafind.ch/de/schweiz/uster,4,118,3.39%,10.56
https://www.fleafind.ch/de/markt/flohmarkt-adliswil/2026-09-26,4,93,4.3%,5.57
https://www.fleafind.ch/de/maerkte/wochenende/bern,4,76,5.26%,23.28
https://www.fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-07-11,4,48,8.33%,3.21
https://www.fleafind.ch/de/maerkte/2026-07-25?city=bern,4,30,13.33%,9.7
https://www.fleafind.ch/en/markt/fundus-flohmarkt-arena-root,4,26,15.38%,5.96
https://www.fleafind.ch/de/markt/flohmarkt-vogesenplatz-basel/2026-08-01,4,19,21.05%,4.58
https://www.fleafind.ch/fr/schweiz/nyon,3,290,1.03%,11.2
https://www.fleafind.ch/fr/schweiz/geneve/ce-week-end,3,138,2.17%,19.74
https://www.fleafind.ch/it/schweiz/lausanne,3,91,3.3%,24.48
https://www.fleafind.ch/fr/markt/brocante-de-rive-nyon,3,89,3.37%,13.69
https://www.fleafind.ch/en/markt/flohmarkt-winterthur-altstadt/2026-07-11,3,84,3.57%,6.12
https://www.fleafind.ch/en/schweiz/bern/this-weekend,3,62,4.84%,14.74
https://www.fleafind.ch/de/markt/kinderflohmarkt-gz-heuried,3,52,5.77%,11.69
https://www.fleafind.ch/fr/schweiz/baden/samedi,3,45,6.67%,8.96
https://www.fleafind.ch/de/schweiz/basel/sonntag,3,43,6.98%,9.7
https://www.fleafind.ch/de/markt/flohmarkt-kanzlei-zuerich/2026-07-25,3,39,7.69%,7.1
https://www.fleafind.ch/fr/markt/brocante-de-carouge-geneve/2026-08-02,3,33,9.09%,2.97
https://www.fleafind.ch/en/markt/fundus-flohmarkt-arena-root/2026-07-19,3,28,10.71%,4.43
https://www.fleafind.ch/de/markt/flohmarkt-dampfzentrale-bern/2026-07-26,3,24,12.5%,3.54
https://www.fleafind.ch/fr/maerkte/2026-08-01,3,21,14.29%,5.95
https://www.fleafind.ch/de/markt/rosenhof-markt-zuerich/2026-08-01,3,16,18.75%,5.19
https://www.fleafind.ch/it/maerkte/sunday,3,13,23.08%,5.15
https://www.fleafind.ch/fr/schweiz/winterthur/samedi,3,6,50%,5.67
https://www.fleafind.ch/en/schweiz/basel,2,234,0.85%,8.99
https://www.fleafind.ch/de/markt/flohmarkt-rueticenter-pratteln/2026-09-06,2,210,0.95%,9.01
https://www.fleafind.ch/de/maerkte/heute/zuerich,2,198,1.01%,39.83
https://www.fleafind.ch/de/markt/flohmarkt-rueticenter-pratteln,2,187,1.07%,10.11
https://www.fleafind.ch/it/schweiz/lugano,2,152,1.32%,14.61
https://www.fleafind.ch/en/schweiz/winterthur/this-weekend,2,149,1.34%,22.22
https://www.fleafind.ch/fr/markt/coffre-ouvert-villeneuve/2026-08-29,2,134,1.49%,6.71
https://www.fleafind.ch/it/markt/mercatino-usato-paradiso-lugano,2,130,1.54%,8.32
https://www.fleafind.ch/de/markt/flosch-schwamendingen-zuerich/2026-10-31,2,121,1.65%,7.67
https://www.fleafind.ch/de/maerkte/naechste-woche/schaffhausen,2,84,2.38%,9.13
https://www.fleafind.ch/en/markt/flohmarkt-mosergarten-schaffhausen/2026-08-01,2,76,2.63%,7.08
https://www.fleafind.ch/en/markt/floh-raritaetenmarkt-europaplatz-bern/2026-07-25,2,50,4%,5.44
https://www.fleafind.ch/de/markt/flohmarkt-dietikon/2026-08-08,2,50,4%,7.26
https://www.fleafind.ch/de/markt/vinyl-market-markthalle-basel,2,46,4.35%,19.04
https://www.fleafind.ch/en/markt/rosenhof-markt-zuerich/2026-08-15,2,44,4.55%,5.32
https://www.fleafind.ch/en/markt/marche-aux-puces-plainpalais-geneve-erster-sonntag/2026-08-02,2,39,5.13%,5.46
https://www.fleafind.ch/de/maerkte/naechste-woche/basel,2,37,5.41%,49.19
https://www.fleafind.ch/de/markt/luzerner-flohmarkt-voegeligaertli/2026-07-25,2,27,7.41%,5.85
https://www.fleafind.ch/de/markt/flohmarkt-stuecki-basel/2026-10-18,2,25,8%,4.64
https://www.fleafind.ch/en/markt/baden-bazaar/2026-09-13,2,22,9.09%,2.86
https://www.fleafind.ch/de/maerkte/wochenende/geneve,2,20,10%,12.45
https://www.fleafind.ch/de/markt/flohmarkt-muensterplatz-bern/2026-09-19,2,16,12.5%,4.94
https://www.fleafind.ch/de/schweiz/lausanne/samstag,2,15,13.33%,8.27
https://www.fleafind.ch/de/markt/chilbi-flohmarkt-europaplatz-bern,2,14,14.29%,8.14
https://www.fleafind.ch/it/markt/flohmarkt-petersplatz-basel,2,14,14.29%,9.29
https://www.fleafind.ch/fr/schweiz/lugano/samedi,2,13,15.38%,6.46
https://www.fleafind.ch/de/markt/flohmarkt-petersplatz-basel/2026-08-08,2,12,16.67%,4.92
https://www.fleafind.ch/en/schweiz/thun/sunday,2,12,16.67%,6.42
https://www.fleafind.ch/fr/markt/flohmarkt-kanzlei-zuerich/2026-08-01,2,11,18.18%,2.45
https://www.fleafind.ch/en/markt/luzerner-flohmarkt-voegeligaertli/2026-07-25,2,11,18.18%,6.09
https://www.fleafind.ch/de/markt/gaenggali-markt-chur,2,8,25%,6.38
https://www.fleafind.ch/en/markt/rosenhof-markt-zuerich/2026-08-01,2,6,33.33%,5.33
https://www.fleafind.ch/fr/markt/marche-aux-puces-plainpalais-geneve-samstag/2026-07-18,2,5,40%,2.8
https://www.fleafind.ch/it/maerkte/domenica,2,5,40%,5
https://www.fleafind.ch/en/markt/flohmarkt-petersplatz-basel,1,172,0.58%,7.95
https://www.fleafind.ch/en/markt/plainpalais-geneve,1,164,0.61%,8.07
https://www.fleafind.ch/de/markt/flohmarkt-barfuesserplatz-basel,1,160,0.62%,19.39
https://www.fleafind.ch/en/markt/flohmarkt-rueticenter-pratteln/2026-09-06,1,138,0.72%,12.08
https://www.fleafind.ch/en/schweiz/baden/this-weekend,1,138,0.72%,13.17
https://www.fleafind.ch/en/markt/flohmarkt-buelach-stadthalle,1,137,0.73%,10.8
https://www.fleafind.ch/fr/markt/marche-calabash-lausanne/2026-07-05,1,134,0.75%,4.88
https://www.fleafind.ch/en/markt/flohmarkt-the-stage-liebefeld-bern,1,132,0.76%,9.52
https://www.fleafind.ch/en/schweiz/lugano/this-weekend,1,121,0.83%,11.64
https://www.fleafind.ch/de/markt/flohmarkt-the-stage-liebefeld-bern,1,113,0.88%,7.49
https://www.fleafind.ch/en/maerkte/sunday,1,93,1.08%,10.52
https://www.fleafind.ch/de/markt/flohmi-schmittiplatz-pratteln,1,83,1.2%,13.8
https://www.fleafind.ch/en/schweiz/geneve/this-weekend,1,81,1.23%,21.8
https://www.fleafind.ch/de/markt/flohmarkt-adliswil/2026-10-24,1,80,1.25%,8.88
https://www.fleafind.ch/de/markt/flohmarkt-the-stage-liebefeld-bern/2026-09-13,1,79,1.27%,8.23
https://www.fleafind.ch/en/markt/flohmarkt-buerkliplatz-zuerich,1,76,1.32%,6.58
https://www.fleafind.ch/de/markt/flohmarkt-mosergarten-schaffhausen/2026-09-05,1,71,1.41%,7.14
https://www.fleafind.ch/de/markt/quartierflohmarkt-pratteln-gehrenacker,1,69,1.45%,12.28
https://www.fleafind.ch/en/maerkte/2026-08-01/luzern,1,66,1.52%,10.09
https://www.fleafind.ch/en/markt/flughafen-flohmarkt-kloten-zuerich,1,64,1.56%,12.38
https://www.fleafind.ch/de/markt/flohmarkt-gallusplatz-stgallen/2026-07-04,1,62,1.61%,12.1
https://www.fleafind.ch/it/schweiz/geneve,1,58,1.72%,10.29
https://www.fleafind.ch/en/schweiz/baden/saturday,1,57,1.75%,14.42
https://www.fleafind.ch/fr/schweiz/lugano/ce-week-end,1,53,1.89%,11.4
https://www.fleafind.ch/de/markt/floh-raritaetenmarkt-europaplatz-bern/2026-07-25,1,52,1.92%,7.38
https://www.fleafind.ch/fr/markt/marche-aux-puces-vevey/2026-07-04,1,50,2%,7.1
https://www.fleafind.ch/en/schweiz/nyon/this-weekend,1,50,2%,11.68
https://www.fleafind.ch/en/maerkte/naechste-woche/bern,1,44,2.27%,6.89
https://www.fleafind.ch/en/maerkte/saturday/zuerich,1,44,2.27%,12.66
https://www.fleafind.ch/fr/markt/fete-livres-disques-ouchy-lausanne,1,43,2.33%,6.51
https://www.fleafind.ch/de/markt/wbz-flohmarkt-reinach/2026-10-30,1,43,2.33%,11.6
https://www.fleafind.ch/en/markt/marche-aux-puces-fribourg,1,42,2.38%,7.6
https://www.fleafind.ch/de/markt/flohmarkt-am-see-wollishofen-zuerich/2026-07-05,1,41,2.44%,9.27
https://www.fleafind.ch/de/markt/quartierflohmarkt-gundeli,1,40,2.5%,7.45
https://www.fleafind.ch/de/markt/maedelsflohmarkt-tanzwerk-101-zuerich,1,40,2.5%,26.48
https://www.fleafind.ch/de/markt/quartierflohmarkt-bottmingen,1,38,2.63%,11.63
https://www.fleafind.ch/it/markt/flohmarkt-buerkliplatz-zuerich/2026-10-03,1,37,2.7%,5.49
https://www.fleafind.ch/de/markt/flohmarkt-obere-muehle-duebendorf/2026-08-22,1,36,2.78%,6.58
https://www.fleafind.ch/de/markt/flohmi-muttenz/2026-09-13,1,35,2.86%,5.43
https://www.fleafind.ch/de/markt/flohmarkt-muensterplatz-bern/2026-07-18,1,34,2.94%,2.91
https://www.fleafind.ch/it/markt/plainpalais-geneve,1,34,2.94%,5.38
https://www.fleafind.ch/fr/markt/brocante-de-rive-nyon/2026-08-29,1,34,2.94%,7.32
https://www.fleafind.ch/de/markt/fundus-flohmarkt-arena-root/2026-07-19,1,33,3.03%,5.67
https://www.fleafind.ch/de/markt/quartierflohmarkt-st-johann,1,31,3.23%,7.97
https://www.fleafind.ch/en/schweiz/bern/sunday,1,29,3.45%,6.1
https://www.fleafind.ch/en/markt/flohmarkt-kloten,1,29,3.45%,13.62
https://www.fleafind.ch/en/markt/flohmarkt-seeplatz-waedenswil/2026-10-03,1,28,3.57%,8.75
https://www.fleafind.ch/en/markt/flohmarkt-kanzlei-zuerich/2026-07-25,1,27,3.7%,6.7
https://www.fleafind.ch/de/markt/nostalgie-flohmarkt-worb-bern/2026-10-11,1,25,4%,3.8
https://www.fleafind.ch/de/markt/floh-und-antiquitaetenmarkt-mellingen/2026-09-13,1,25,4%,4.96
https://www.fleafind.ch/en/markt/liesberger-flohmarkt,1,25,4%,6.84
https://www.fleafind.ch/de/markt/quartierflohmi-neu-allschwil,1,25,4%,8.68
https://www.fleafind.ch/en/markt/flohmarkt-rueticenter-pratteln,1,25,4%,15.08
https://www.fleafind.ch/de/markt/flohmarkt-hofmattplatz-kriens,1,24,4.17%,8.25
https://www.fleafind.ch/en/markt/kinderflohmarkt-gz-bachwiesen/2026-08-23,1,24,4.17%,15.38
https://www.fleafind.ch/de/markt/kinderflohmarkt-gz-hottingen/2026-08-29,1,23,4.35%,4.78
https://www.fleafind.ch/fr/schweiz/luzern/ce-week-end,1,23,4.35%,8.52
https://www.fleafind.ch/fr/markt/quartierflohmarkt-gundeli,1,23,4.35%,34.52
https://www.fleafind.ch/en/markt/mercato-antiquariato-maghetti-lugano/2026-08-01,1,22,4.55%,5.55
https://www.fleafind.ch/en/markt/flohmarkt-paulusheim-luzern,1,22,4.55%,43.91
https://www.fleafind.ch/de/markt/flohmarkt-dietikon/2026-09-26,1,21,4.76%,4.95
https://www.fleafind.ch/de/markt/boutique-kleider-flohmarkt-wbz-reinach,1,21,4.76%,14.33
https://www.fleafind.ch/it/schweiz/bern,1,20,5%,39.6
https://www.fleafind.ch/de/maerkte/naechste-woche,1,19,5.26%,5.89
https://www.fleafind.ch/en/markt/flohmarkt-am-see-wollishofen-zuerich/2027-09-05,1,19,5.26%,7.21
https://www.fleafind.ch/de/schweiz/luzern/dieses-wochenende,1,19,5.26%,13.63
https://www.fleafind.ch/de/schweiz/geneve,1,19,5.26%,23.26
https://www.fleafind.ch/fr/markt/marche-aux-puces-plainpalais-geneve-erster-sonntag/2026-08-02,1,18,5.56%,4
https://www.fleafind.ch/en/markt/flohmarkt-petersplatz-basel/2026-07-11,1,18,5.56%,4.61
https://www.fleafind.ch/de/markt/flohmi-bullingerhof-zuerich,1,18,5.56%,6.22
https://www.fleafind.ch/de/markt/flohmarkt-grosse-halle-bern,1,18,5.56%,10.56
https://www.fleafind.ch/en/markt/kinderflohmarkt-gz-hottingen,1,18,5.56%,11.56
https://www.fleafind.ch/de/maerkte/wochenende/luzern,1,18,5.56%,18.83
https://www.fleafind.ch/de/maerkte/wochenende/chur,1,18,5.56%,23.44
https://www.fleafind.ch/fr/markt/flohmarkt-petersplatz-basel/2026-09-05,1,18,5.56%,27.17
https://www.fleafind.ch/fr/markt/brocante-17-terra-geneve/2026-08-03,1,17,5.88%,3.12
https://www.fleafind.ch/fr/markt/flohmarkt-rueticenter-pratteln/2026-09-06,1,17,5.88%,15.82
https://www.fleafind.ch/en/markt/nostalgie-flohmarkt-worb-bern/2026-07-12,1,16,6.25%,4
https://www.fleafind.ch/en/markt/luzerner-flohmarkt-voegeligaertli,1,16,6.25%,9.5
https://www.fleafind.ch/en/maerkte/wochenende/lausanne,1,16,6.25%,43.75
https://www.fleafind.ch/de/markt/flohmarkt-kanzlei-zuerich/2026-07-11,1,15,6.67%,4.6
https://www.fleafind.ch/en/markt/marche-calabash-lausanne/2027-02-07,1,15,6.67%,4.67
https://www.fleafind.ch/en/markt/brocante-de-carouge-geneve/2026-08-02,1,15,6.67%,4.8
https://www.fleafind.ch/en/markt/brocante-de-rive-nyon,1,15,6.67%,6.53
https://www.fleafind.ch/en/markt/flohmarkt-aarau/2027-05-01,1,15,6.67%,11.93
https://www.fleafind.ch/fr/schweiz/bern/ce-week-end,1,15,6.67%,13.13
https://www.fleafind.ch/de/markt/flohmarkt-petersplatz-basel/2026-07-18,1,14,7.14%,3.5
https://www.fleafind.ch/de/markt/flohmarkt-gz-seebach/2026-08-29,1,14,7.14%,7.29
https://www.fleafind.ch/en/markt/rosenhof-markt-zuerich/2026-10-17,1,13,7.69%,1.77
https://www.fleafind.ch/de/markt/nostalgie-flohmarkt-worb-bern/2026-07-12,1,13,7.69%,3.69
https://www.fleafind.ch/en/schweiz/baden,1,13,7.69%,5
https://www.fleafind.ch/de/markt/quartierflohmarkt-rosental-erlenmatt,1,13,7.69%,5.77
https://www.fleafind.ch/fr/markt/quartierflohmarkt-pratteln-gehrenacker,1,13,7.69%,7.69
https://www.fleafind.ch/fr/markt/marche-aux-puces-plainpalais-geneve-samstag/2026-07-04,1,13,7.69%,9.69
https://www.fleafind.ch/de/markt/letziplunder-flohmarkt-basel,1,13,7.69%,10.54
https://www.fleafind.ch/en/schweiz/aarau,1,12,8.33%,3.33
https://www.fleafind.ch/en/markt/luzerner-flohmarkt-voegeligaertli/2026-09-12,1,12,8.33%,5.5
https://www.fleafind.ch/en/maerkte/2026-08-22/bern,1,12,8.33%,6.75
https://www.fleafind.ch/en/markt/flohmarkt-theaterplatz-baden,1,12,8.33%,7.25
https://www.fleafind.ch/de/schweiz/lugano/samstag,1,12,8.33%,7.58
https://www.fleafind.ch/fr/schweiz/winterthur/ce-week-end,1,12,8.33%,19.75
https://www.fleafind.ch/en/markt/brocante-de-carouge-geneve,1,11,9.09%,3.73
https://www.fleafind.ch/en/markt/luzerner-flohmarkt-voegeligaertli/2026-07-18,1,11,9.09%,4
https://www.fleafind.ch/fr/markt/flohmarkt-dampfzentrale-bern,1,11,9.09%,5.64
https://www.fleafind.ch/en/markt/kinderflohmarkt-gz-heuried/2026-09-27,1,11,9.09%,7.27
https://www.fleafind.ch/en/markt/quartierflohmarkt-lehenmatt,1,11,9.09%,10.91
https://www.fleafind.ch/en/markt/flohmarkt-rueticenter-pratteln/2026-10-04,1,11,9.09%,16.55
https://www.fleafind.ch/fr/markt/vide-grenier-place-de-milan-lausanne,1,10,10%,3.9
https://www.fleafind.ch/en/markt/marche-aux-puces-fribourg-cathedrale/2027-03-06,1,10,10%,10.7
https://www.fleafind.ch/it/markt/marche-aux-puces-fribourg,1,9,11.11%,5
https://www.fleafind.ch/de/markt/chilbi-flohmarkt-europaplatz-bern/2026-08-21,1,9,11.11%,6.78
https://www.fleafind.ch/de/schweiz/aarau/sonntag,1,9,11.11%,7.33
https://www.fleafind.ch/en/markt/luzerner-flohmarkt-voegeligaertli/2026-08-22,1,8,12.5%,3.88
https://www.fleafind.ch/fr/markt/brocante-17-terra-geneve,1,8,12.5%,7.88
https://www.fleafind.ch/de/markt/flohmarkt-barfuesserplatz-basel/2026-07-22,1,7,14.29%,3.14
https://www.fleafind.ch/en/markt/baden-bazaar/2026-11-08,1,7,14.29%,5.14
https://www.fleafind.ch/de/markt/floh-und-antikmarkt-wynecenter-buchs/2026-09-06,1,7,14.29%,6.29
https://www.fleafind.ch/fr/maerkte/naechste-woche?city=basel,1,7,14.29%,9.14
https://www.fleafind.ch/fr/schweiz/basel/dimanche,1,7,14.29%,10
https://www.fleafind.ch/de/markt/brocante-de-rive-nyon,1,7,14.29%,13
https://www.fleafind.ch/fr/schweiz/schaffhausen,1,7,14.29%,69.29
https://www.fleafind.ch/en/markt/flosch-schwamendingen-zuerich/2026-07-25,1,6,16.67%,1.33
https://www.fleafind.ch/de/markt/rosenhof-markt-zuerich/2026-07-18,1,6,16.67%,1.83
https://www.fleafind.ch/de/markt/flohmarkt-theaterplatz-baden/2026-07-25,1,6,16.67%,3.67
https://www.fleafind.ch/de/markt/progr-vintage-flea-market-bern/2026-07-18,1,6,16.67%,5
https://www.fleafind.ch/de/markt/flohmarkt-gz-heuried/2026-11-22,1,6,16.67%,5.83
https://www.fleafind.ch/en/markt/vide-dressing-flon-lausanne,1,6,16.67%,6.83
https://www.fleafind.ch/it/schweiz/basel/questo-fine-settimana,1,6,16.67%,8.33
https://www.fleafind.ch/en/markt/marche-rumine-lausanne-samedi/2026-08-29,1,6,16.67%,8.83
https://www.fleafind.ch/de/schweiz/oetwil-am-see,1,6,16.67%,9.33
https://www.fleafind.ch/de/markt/flohmarkt-wetzikon,1,6,16.67%,9.83
https://www.fleafind.ch/de/markt/flohmarkt-am-see-wollishofen-zuerich/2026-08-02,1,6,16.67%,11.17
https://www.fleafind.ch/en/markt/flohmarkt-barfuesserplatz-basel/2026-07-22,1,5,20%,3.6
https://www.fleafind.ch/fr/maerkte/wochenende/chur,1,5,20%,6
https://www.fleafind.ch/fr/markt/brocante-17-terra-geneve/2026-07-11,1,5,20%,6
https://www.fleafind.ch/en/markt/brocante-17-terra-geneve/2026-07-08,1,5,20%,7.2
https://www.fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-08-22,1,5,20%,18.6
https://www.fleafind.ch/fr/maerkte/wochenende,1,5,20%,19.6
https://www.fleafind.ch/fr/markt/marche-aux-puces-plainpalais-geneve-mittwoch/2026-07-15,1,4,25%,2
https://www.fleafind.ch/de/markt/flohmarkt-dietikon/2026-07-25,1,4,25%,2.25
https://www.fleafind.ch/en/markt/chilbi-flohmarkt-europaplatz-bern/2026-08-21,1,4,25%,3
https://www.fleafind.ch/fr/maerkte/2026-07-25,1,4,25%,3.75
https://www.fleafind.ch/de/schweiz/nyon/dieses-wochenende,1,4,25%,4.25
https://www.fleafind.ch/en/markt/rosenhof-markt-zuerich/2026-11-14,1,4,25%,4.5
https://www.fleafind.ch/en/markt/flohmarkt-vogesenplatz-basel/2026-08-15,1,4,25%,7.5
https://www.fleafind.ch/de/schweiz/lausanne/dieses-wochenende,1,4,25%,7.75
https://www.fleafind.ch/it/markt/flohmarkt-the-stage-liebefeld-bern,1,4,25%,11.25
https://www.fleafind.ch/de/maerkte/naechste-woche/bern,1,3,33.33%,1.67
https://www.fleafind.ch/de/maerkte/2026-08-22,1,3,33.33%,3.33
https://www.fleafind.ch/de/markt/flohmarkt-paulusheim-luzern/2026-09-12,1,3,33.33%,3.67
https://www.fleafind.ch/de/schweiz/lausanne/sonntag,1,3,33.33%,4.33
https://www.fleafind.ch/de/markt/flohmarkt-vogesenplatz-basel/2026-07-18,1,3,33.33%,5
https://www.fleafind.ch/fr/maerkte/2026-07-24,1,3,33.33%,5
https://www.fleafind.ch/en/markt/marche-rumine-lausanne,1,3,33.33%,6.67
https://www.fleafind.ch/en/markt/marche-aux-puces-plainpalais-geneve-mittwoch/2026-08-05,1,3,33.33%,8
https://www.fleafind.ch/it/schweiz/fribourg/dieses-wochenende,1,3,33.33%,8
https://www.fleafind.ch/it/maerkte/2026-07-25/zuerich,1,2,50%,3
https://www.fleafind.ch/de/markt/mercatino-usato-paradiso-lugano,1,2,50%,3.5
https://www.fleafind.ch/de/markt/mercato-antiquariato-maghetti-lugano/2026-08-01,1,2,50%,3.5
https://www.fleafind.ch/fr/markt/slow-fashion-market-lausanne,1,2,50%,4
https://www.fleafind.ch/it/markt/flohmi-am-see-bern/2026-08-23,1,2,50%,4
https://www.fleafind.ch/en/markt/marche-aux-puces-plainpalais-geneve-samstag/2026-07-25,1,2,50%,4.5
https://www.fleafind.ch/en/markt/marche-rumine-lausanne-samedi/2026-07-11,1,2,50%,6.5
https://www.fleafind.ch/it/markt/kinderflohmarkt-gz-heuried/2026-09-27,1,1,100%,1
https://www.fleafind.ch/it/markt/mercato-antiquariato-maghetti-lugano/2026-08-01,1,1,100%,1
https://www.fleafind.ch/de/maerkte/2026-09-05,1,1,100%,2
https://www.fleafind.ch/en/markt/maedelsflohmarkt-tanzwerk-101-zuerich,1,1,100%,2
