Top pages,Clicks,Impressions,CTR,Position
https://www.fleafind.ch/fr/markt/marche-calabash-lausanne/2026-08-02,18,398,4.52%,6.1
https://www.fleafind.ch/de/markt/flohmarkt-vogesenplatz-basel,18,397,4.53%,23.63
https://www.fleafind.ch/de/schweiz/schaffhausen/dieses-wochenende,17,199,8.54%,24.94
https://www.fleafind.ch/de,16,922,1.74%,35.81
https://www.fleafind.ch/de/markt/floh-und-antiquitaetenmarkt-mellingen/2026-05-17,16,765,2.09%,7.7
https://www.fleafind.ch/de/markt/flohmarkt-gallusplatz-stgallen/2026-08-01,16,214,7.48%,4
https://www.fleafind.ch/de/maerkte/2026-06-14,16,111,14.41%,6.8
https://www.fleafind.ch/en/schweiz/luzern,15,769,1.95%,8.52
https://www.fleafind.ch/it/schweiz/lausanne,15,166,9.04%,22.19
https://www.fleafind.ch/fr/schweiz/lausanne/samedi,14,873,1.6%,11.72
https://www.fleafind.ch/fr/markt/coffre-ouvert-villeneuve,14,466,3%,7.48
https://www.fleafind.ch/fr/markt/marche-calabash-lausanne/2026-07-05,14,426,3.29%,4.96
https://www.fleafind.ch/en/markt/marches-tunnel-lausanne,13,502,2.59%,10.86
https://www.fleafind.ch/de/markt/flohmarkt-am-see-wollishofen-zuerich,13,445,2.92%,10.02
https://www.fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-05-16,13,138,9.42%,8.19
https://www.fleafind.ch/en/markt/marche-aux-puces-plainpalais-geneve-mittwoch/2026-07-22,12,608,1.97%,3.1
https://www.fleafind.ch/it/markt/mercatino-usato-paradiso-lugano,12,167,7.19%,7.83
https://www.fleafind.ch/de/markt/flohmarkt-petersplatz-basel/2026-05-16,12,166,7.23%,3.67
https://www.fleafind.ch/de/maerkte/2026-07-25/bern,12,103,11.65%,6.46
https://www.fleafind.ch/fr/markt/brocante-de-carouge-geneve,11,786,1.4%,10.58
https://www.fleafind.ch/de/markt/chilbi-flohmarkt-europaplatz-bern/2026-08-23,11,345,3.19%,8.06
https://www.fleafind.ch/de/maerkte/2026-07-05,11,101,10.89%,5.38
https://www.fleafind.ch/de/maerkte/2026-07-25/zuerich,11,67,16.42%,5.16
https://www.fleafind.ch/fr/schweiz/nyon,10,661,1.51%,10.91
https://www.fleafind.ch/de/schweiz/st-gallen/samstag,10,361,2.77%,14.39
https://www.fleafind.ch/de/schweiz/zuerich/dieses-wochenende,10,158,6.33%,16.85
https://www.fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-06-06,10,89,11.24%,4.13
https://www.fleafind.ch/en/markt/flohmarkt-petersplatz-basel,9,642,1.4%,9.37
https://www.fleafind.ch/en/schweiz/geneve/saturday,9,286,3.15%,10.37
https://www.fleafind.ch/de/markt/flohmarkt-gallusplatz-stgallen/2026-06-06,8,152,5.26%,6.04
https://www.fleafind.ch/fr/markt/marche-aux-puces-fribourg,8,104,7.69%,6.23
https://www.fleafind.ch/en/markt/slow-fashion-market-lausanne,8,63,12.7%,10
https://www.fleafind.ch/fr/markt/marche-aux-puces-plainpalais-geneve-samstag/2026-06-13,8,48,16.67%,5.58
https://www.fleafind.ch/de/schweiz/baden,7,831,0.84%,11.81
https://www.fleafind.ch/en/schweiz/basel,7,427,1.64%,8.48
https://www.fleafind.ch/de/markt/strandgut-flohmarkt-neubad-luzern,7,377,1.86%,9.25
https://www.fleafind.ch/fr/markt/coffre-ouvert-villeneuve/2026-07-11,7,292,2.4%,6.76
https://www.fleafind.ch/en/maerkte/wochenende/bern,7,140,5%,7.02
https://www.fleafind.ch/de/markt/flosch-schwamendingen-zuerich/2026-06-06,7,120,5.83%,6.47
https://www.fleafind.ch/fr/schweiz/lugano/samedi,7,59,11.86%,7.98
https://www.fleafind.ch/de/maerkte/2026-07-04,7,47,14.89%,7.34
https://www.fleafind.ch/de/markt/flohmarkt-kanzlei-zuerich/2026-05-23,7,26,26.92%,3.65
https://www.fleafind.ch/de/markt/flosch-schwamendingen-zuerich/2026-10-31,6,335,1.79%,7.95
https://www.fleafind.ch/fr/schweiz/bern,6,172,3.49%,14.63
https://www.fleafind.ch/de/markt/flohmarkt-gallusplatz-stgallen/2026-07-04,6,120,5%,8.46
https://www.fleafind.ch/en/markt/floh-und-antiquitaetenmarkt-schadaumaerit-thun/2026-07-19,6,106,5.66%,6.71
https://www.fleafind.ch/de/maerkte/wochenende,6,99,6.06%,7.94
https://www.fleafind.ch/en/markt/flohmarkt-kanzlei-zuerich/2026-07-18,6,84,7.14%,4.27
https://www.fleafind.ch/en/markt/flohmarkt-kanzlei-zuerich/2026-08-01,6,80,7.5%,5.49
https://www.fleafind.ch/de/maerkte/wochenende/st-gallen,6,79,7.59%,9.3
https://www.fleafind.ch/de/markt/fundus-flohmarkt-arena-root/2026-08-16,6,72,8.33%,6.79
https://fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-06-20,6,52,11.54%,3.81
https://www.fleafind.ch/de/markt/flohmarkt-barfuesserplatz-basel,5,551,0.91%,18.35
https://www.fleafind.ch/de/schweiz/chur/samstag,5,246,2.03%,8.47
https://www.fleafind.ch/fr/markt/marches-tunnel-lausanne-samedi/2026-08-01,5,151,3.31%,5.25
https://www.fleafind.ch/de/markt/flohmarkt-chilbiplatz-duebendorf/2026-09-26,5,135,3.7%,8.34
https://www.fleafind.ch/de/schweiz/luzern/dieses-wochenende,5,124,4.03%,13.41
https://www.fleafind.ch/de/markt/flohmarkt-aarau/2026-08-01,5,118,4.24%,7.93
https://www.fleafind.ch/en/markt/flohmarkt-petersplatz-basel/2026-08-01,5,104,4.81%,5.19
https://www.fleafind.ch/de/markt/vinyl-market-markthalle-basel,5,96,5.21%,23.79
https://www.fleafind.ch/fr/schweiz/baden/samedi,5,94,5.32%,9.99
https://www.fleafind.ch/de/markt/flohmi-am-see-bern/2026-08-23,5,92,5.43%,5.55
https://www.fleafind.ch/de/markt/floh-troedlermarkt-winterthur-altstadt/2026-05-30,5,83,6.02%,5.93
https://www.fleafind.ch/de/markt/flohmarkt-petersplatz-basel/2026-08-01,5,72,6.94%,3.75
https://www.fleafind.ch/de/markt/kinderflohmarkt-gz-heuried,5,72,6.94%,10.69
https://www.fleafind.ch/de/maerkte/samedi/aarau,5,64,7.81%,12.73
https://www.fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-07-11,5,59,8.47%,3.42
https://www.fleafind.ch/en/maerkte/2026-08-01,5,57,8.77%,8.44
https://www.fleafind.ch/fr/markt/vide-grenier-sallaz-lausanne,5,56,8.93%,22.21
https://www.fleafind.ch/de/markt/floh-und-antikmarkt-wynecenter-buchs/2026-06-07,5,55,9.09%,11.22
https://www.fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-07-25,5,53,9.43%,6.4
https://www.fleafind.ch/fr/markt/flohmarkt-dampfzentrale-bern,5,25,20%,5.32
https://www.fleafind.ch/fr/schweiz/nyon/dimanche,4,1500,0.27%,10.05
https://www.fleafind.ch/de/markt/flohmarkt-rueticenter-pratteln,4,430,0.93%,9.91
https://www.fleafind.ch/en/markt/vide-grenier-place-de-milan-lausanne,4,297,1.35%,7.59
https://www.fleafind.ch/en/schweiz,4,288,1.39%,27
https://www.fleafind.ch/it/schweiz/lugano,4,194,2.06%,17.1
https://www.fleafind.ch/de/maerkte/heute/st-gallen,4,182,2.2%,21.92
https://www.fleafind.ch/fr/markt/marche-calabash-lausanne/2026-06-07,4,177,2.26%,5.9
https://www.fleafind.ch/de/schweiz/basel/sonntag,4,137,2.92%,11.5
https://www.fleafind.ch/de/markt/flohmarkt-dampfzentrale-bern/2026-05-31,4,123,3.25%,6.39
https://www.fleafind.ch/de/schweiz/thun/sonntag,4,123,3.25%,9.65
https://www.fleafind.ch/de/markt/gaenggali-markt-chur/2026-08-01,4,120,3.33%,6.03
https://www.fleafind.ch/de/schweiz/uster,4,118,3.39%,10.56
https://www.fleafind.ch/de/markt/flohmarkt-adliswil/2026-09-26,4,93,4.3%,5.57
https://www.fleafind.ch/de/schweiz/schaffhausen/samstag,4,93,4.3%,10.43
https://www.fleafind.ch/de/schweiz/schaffhausen/sonntag,4,84,4.76%,10.04
https://www.fleafind.ch/de/maerkte/wochenende/bern,4,76,5.26%,23.28
https://www.fleafind.ch/de/markt/flohmarkt-kanzlei-zuerich/2026-05-16,4,75,5.33%,5.37
https://www.fleafind.ch/en/markt/flohmarkt-adliswil,4,74,5.41%,7.85
https://www.fleafind.ch/en/markt/floh-und-antiquitaetenmarkt-mellingen,4,58,6.9%,7.09
https://www.fleafind.ch/de/markt/flosch-schwamendingen-zuerich/2026-05-30,4,48,8.33%,4.88
https://www.fleafind.ch/de/markt/floh-troedlermarkt-winterthur-altstadt/2026-05-09,4,41,9.76%,4.46
https://www.fleafind.ch/de/schweiz/lausanne/samstag,4,38,10.53%,7.66
https://www.fleafind.ch/de/markt/flohmarkt-muensterplatz-bern/2026-05-16,4,33,12.12%,5.48
https://www.fleafind.ch/de/maerkte/2026-07-25?city=bern,4,30,13.33%,9.7
https://www.fleafind.ch/en/markt/fundus-flohmarkt-arena-root,4,28,14.29%,5.96
https://www.fleafind.ch/fr/schweiz/thun/dimanche,4,24,16.67%,6.67
https://www.fleafind.ch/de/markt/flohmarkt-vogesenplatz-basel/2026-08-01,4,21,19.05%,4.67
https://www.fleafind.ch/it/maerkte/2026-05-14,4,18,22.22%,4.61
https://www.fleafind.ch/it/markt/les-puces-du-cpo-lausanne,4,15,26.67%,5.4
https://www.fleafind.ch/fr/schweiz/winterthur/samedi,4,13,30.77%,5.23
https://www.fleafind.ch/en/markt/plainpalais-geneve,3,478,0.63%,8.75
https://www.fleafind.ch/de/markt/flohmarkt-am-see-wollishofen-zuerich/2026-08-02,3,245,1.22%,8.66
https://www.fleafind.ch/de/markt/flohmarkt-kanzlei-zuerich/2026-07-25,3,178,1.69%,8.13
https://www.fleafind.ch/en/maerkte/wochenende,3,144,2.08%,5.11
https://www.fleafind.ch/fr/schweiz/geneve/ce-week-end,3,138,2.17%,19.74
https://www.fleafind.ch/de/markt/flohmi-schmittiplatz-pratteln,3,132,2.27%,12.64
https://www.fleafind.ch/en/schweiz/bern/sunday,3,124,2.42%,7.33
https://www.fleafind.ch/de/markt/flohmarkt-lenzburg-metzgplatz,3,96,3.12%,7.62
https://www.fleafind.ch/de/markt/flohmarkt-theaterplatz-baden/2026-05-16,3,92,3.26%,7.55
https://www.fleafind.ch/de/markt/luzerner-flohmarkt-voegeligaertli/2026-07-04,3,90,3.33%,6.19
https://www.fleafind.ch/fr/markt/brocante-de-rive-nyon,3,89,3.37%,13.69
https://www.fleafind.ch/en/markt/flohmarkt-winterthur-altstadt/2026-07-11,3,84,3.57%,6.12
https://www.fleafind.ch/de/markt/flohmarkt-petersplatz-basel/2026-05-23,3,78,3.85%,5.54
https://www.fleafind.ch/it/schweiz/geneve,3,75,4%,9.52
https://www.fleafind.ch/en/markt/flohmarkt-zofingen/2026-06-13,3,72,4.17%,8.24
https://www.fleafind.ch/de/markt/nachtflohmarkt-markthalle-basel,3,70,4.29%,8.87
https://www.fleafind.ch/en/schweiz/bern/this-weekend,3,65,4.62%,14.46
https://www.fleafind.ch/en/schweiz/aarau,3,55,5.45%,7.96
https://www.fleafind.ch/de/schweiz/vevey/samstag,3,54,5.56%,8.94
https://www.fleafind.ch/de/markt/flohmarkt-muensterplatz-bern/2026-07-18,3,51,5.88%,3.41
https://www.fleafind.ch/de/markt/flohmarkt-kanzlei-zuerich/2026-05-09,3,45,6.67%,4
https://www.fleafind.ch/en/markt/vide-dressing-flon-lausanne,3,41,7.32%,5.8
https://www.fleafind.ch/en/maerkte/2026-06-14,3,39,7.69%,7.08
https://www.fleafind.ch/de/schweiz/lausanne/sonntag,3,38,7.89%,6.5
https://www.fleafind.ch/en/schweiz/thun/sunday,3,38,7.89%,7.32
https://www.fleafind.ch/en/markt/fundus-flohmarkt-arena-root/2026-07-19,3,36,8.33%,4.61
https://www.fleafind.ch/en/maerkte/heute,3,36,8.33%,9.47
https://www.fleafind.ch/de/markt/flohmarkt-lenzburg-metzgplatz/2026-06-27,3,35,8.57%,4.43
https://www.fleafind.ch/fr/markt/brocante-17-terra-geneve/2026-06-06,3,34,8.82%,4.32
https://www.fleafind.ch/fr/markt/brocante-de-carouge-geneve/2026-08-02,3,33,9.09%,2.97
https://www.fleafind.ch/de/markt/flohmarkt-dampfzentrale-bern/2026-07-26,3,30,10%,5.3
https://www.fleafind.ch/de/markt/nachtflohmarkt-markthalle-basel/2026-06-06,3,27,11.11%,6.07
https://www.fleafind.ch/fr/maerkte/2026-08-01,3,22,13.64%,6.14
https://www.fleafind.ch/fr/maerkte/wochenende,3,21,14.29%,12.86
https://www.fleafind.ch/de/markt/rosenhof-markt-zuerich/2026-08-01,3,19,15.79%,5.74
https://www.fleafind.ch/fr/markt/marche-aux-puces-plainpalais-geneve-samstag/2026-05-09,3,16,18.75%,4.06
https://www.fleafind.ch/de/schweiz/nyon/sonntag,3,16,18.75%,5.62
https://www.fleafind.ch/fr/markt/flohmarkt-muensterplatz-bern,3,13,23.08%,5.08
https://www.fleafind.ch/it/maerkte/sunday,3,13,23.08%,5.15
https://www.fleafind.ch/de/markt/flohmarkt-dampfzentrale-bern,2,270,0.74%,7.62
https://www.fleafind.ch/de/markt/nostalgie-flohmarkt-worb-bern/2026-07-12,2,268,0.75%,5.94
https://www.fleafind.ch/de/markt/nostalgie-flohmarkt-worb-bern/2026-10-11,2,264,0.76%,5.16
https://www.fleafind.ch/en/schweiz/baden/this-weekend,2,228,0.88%,15.29
https://www.fleafind.ch/de/markt/flohmarkt-rueticenter-pratteln/2026-09-06,2,210,0.95%,9.01
https://www.fleafind.ch/de/maerkte/heute/zuerich,2,198,1.01%,39.83
https://www.fleafind.ch/de/markt/flohmarkt-theaterplatz-baden,2,183,1.09%,8.68
https://www.fleafind.ch/de/markt/chilbi-flohmarkt-europaplatz-bern,2,173,1.16%,16.92
https://www.fleafind.ch/en/schweiz/winterthur/this-weekend,2,160,1.25%,23.62
https://www.fleafind.ch/fr/markt/coffre-ouvert-villeneuve/2026-08-29,2,134,1.49%,6.71
https://www.fleafind.ch/de/markt/floh-und-antiquitaetenmarkt-mellingen/2026-09-13,2,124,1.61%,8.01
https://www.fleafind.ch/de/markt/luzerner-flohmarkt-voegeligaertli/2026-07-25,2,109,1.83%,7.22
https://www.fleafind.ch/fr/markt/les-puces-du-cpo-lausanne,2,106,1.89%,6.88
https://www.fleafind.ch/en/markt/flohmarkt-mosergarten-schaffhausen/2026-08-01,2,103,1.94%,7.75
https://www.fleafind.ch/de/markt/floh-und-antiquitaetenmarkt-mellingen,2,93,2.15%,14.15
https://www.fleafind.ch/de/schweiz/st-gallen/sonntag,2,91,2.2%,21.82
https://www.fleafind.ch/de/markt/strandgut-flohmarkt-neubad-luzern/2026-08-02,2,87,2.3%,11.89
https://www.fleafind.ch/de/maerkte/naechste-woche/schaffhausen,2,84,2.38%,9.13
https://www.fleafind.ch/en/markt/flohmarkt-dampfzentrale-bern/2026-05-31,2,83,2.41%,9.02
https://www.fleafind.ch/en/markt/flohmarkt-buerkliplatz-zuerich/2026-05-09,2,82,2.44%,5.54
https://www.fleafind.ch/en/schweiz/nyon/sunday,2,81,2.47%,8.49
https://www.fleafind.ch/de/markt/gaenggali-markt-chur,2,77,2.6%,8.01
https://www.fleafind.ch/de/markt/ladies-flohmarkt-fundus-root,2,71,2.82%,14.54
https://www.fleafind.ch/en/schweiz/lugano,2,69,2.9%,9.23
https://www.fleafind.ch/en/schweiz/bern/saturday,2,66,3.03%,9.67
https://www.fleafind.ch/fr/markt/brocante-de-carouge-geneve/2026-06-07,2,64,3.12%,6.8
https://www.fleafind.ch/fr/schweiz/lausanne,2,59,3.39%,8.8
https://www.fleafind.ch/fr/schweiz/lausanne/ce-week-end,2,57,3.51%,22.28
https://www.fleafind.ch/en/schweiz/chur/saturday,2,56,3.57%,11.21
https://www.fleafind.ch/en/markt/flohmarkt-gallusplatz-stgallen,2,54,3.7%,5.98
https://www.fleafind.ch/en/markt/flohmarkt-kanzlei-zuerich/2026-06-20,2,53,3.77%,4.66
https://www.fleafind.ch/de/markt/flohmarkt-dietikon/2026-08-08,2,53,3.77%,7.17
https://www.fleafind.ch/en/schweiz/lausanne/this-weekend,2,51,3.92%,7.9
https://www.fleafind.ch/de/markt/flohmarkt-stuecki-basel/2026-10-18,2,50,4%,4.48
https://www.fleafind.ch/en/markt/rosenhof-markt-zuerich/2026-08-15,2,50,4%,5.36
https://www.fleafind.ch/en/markt/floh-raritaetenmarkt-europaplatz-bern/2026-07-25,2,50,4%,5.44
https://www.fleafind.ch/de/markt/flohmarkt-buerkliplatz-zuerich/2026-06-13,2,48,4.17%,4.58
https://www.fleafind.ch/fr/schweiz/basel/dimanche,2,47,4.26%,8.45
https://www.fleafind.ch/de/schweiz/baden/samstag,2,47,4.26%,14.98
https://www.fleafind.ch/de/schweiz/aarau,2,47,4.26%,16.13
https://www.fleafind.ch/fr/markt/brocante-17-terra-geneve/2026-05-09,2,45,4.44%,3.91
https://www.fleafind.ch/de/markt/flohmarkt-zofingen,2,43,4.65%,8.02
https://www.fleafind.ch/en/markt/flohmarkt-rueticenter-pratteln,2,43,4.65%,10.98
https://www.fleafind.ch/en/markt/marche-aux-puces-plainpalais-geneve-erster-sonntag/2026-08-02,2,42,4.76%,5.64
https://www.fleafind.ch/fr/markt/marche-aux-puces-plainpalais-geneve-samstag/2026-07-04,2,42,4.76%,7.21
https://www.fleafind.ch/de/schweiz/aarau/sonntag,2,41,4.88%,8.41
https://www.fleafind.ch/de/markt/flohmarkt-rathausplatz-wettingen/2026-08-08,2,40,5%,9.65
https://www.fleafind.ch/it/markt/flohmarkt-muensterplatz-bern,2,38,5.26%,8.29
https://www.fleafind.ch/en/markt/flohmarkt-kanzlei-zuerich/2026-05-16,2,37,5.41%,5.97
https://www.fleafind.ch/de/maerkte/naechste-woche/basel,2,37,5.41%,49.19
https://www.fleafind.ch/en/markt/chilbi-flohmarkt-europaplatz-bern,2,36,5.56%,8.61
https://www.fleafind.ch/it/schweiz/bern/sabato,2,35,5.71%,7.46
https://www.fleafind.ch/de/markt/flohmarkt-muensterplatz-bern/2026-09-19,2,34,5.88%,5.59
https://www.fleafind.ch/de/maerkte/naechste-woche/bern,2,34,5.88%,16.38
https://www.fleafind.ch/en/schweiz/luzern/this-weekend,2,33,6.06%,9.33
https://www.fleafind.ch/en/markt/nostalgie-flohmarkt-worb-bern/2026-10-11,2,32,6.25%,7.5
https://www.fleafind.ch/en/markt/baden-bazaar/2026-09-13,2,31,6.45%,2.97
https://www.fleafind.ch/en/markt/flohmarkt-dampfzentrale-bern/2026-06-28,2,31,6.45%,5.81
https://www.fleafind.ch/de/maerkte/wochenende/chur,2,31,6.45%,17.29
https://www.fleafind.ch/en/markt/luzerner-flohmarkt-voegeligaertli/2026-07-25,2,30,6.67%,5.17
https://www.fleafind.ch/fr/markt/brocante-de-carouge-geneve/2026-07-05,2,28,7.14%,5.18
https://www.fleafind.ch/de/markt/flohmarkt-kanzlei-zuerich/2026-05-30,2,28,7.14%,6.54
https://www.fleafind.ch/fr/schweiz/luzern,2,27,7.41%,13.26
https://www.fleafind.ch/en/schweiz/st-gallen/sunday,2,27,7.41%,17.7
https://www.fleafind.ch/de/markt/strandgut-flohmarkt-neubad-luzern/2026-06-07,2,26,7.69%,6.04
https://www.fleafind.ch/de/markt/chilbi-flohmarkt-europaplatz-bern/2026-08-21,2,25,8%,7.24
https://www.fleafind.ch/en/markt/nachtflohmarkt-markthalle-basel/2026-06-06,2,25,8%,8.56
https://www.fleafind.ch/de/schweiz/nyon,2,24,8.33%,6.79
https://www.fleafind.ch/it/markt/mercato-antiquariato-maghetti-lugano,2,22,9.09%,5.82
https://www.fleafind.ch/fr/markt/brocante-17-terra-geneve,2,22,9.09%,6.05
https://www.fleafind.ch/it/markt/flohmarkt-petersplatz-basel,2,22,9.09%,9.55
https://www.fleafind.ch/it/schweiz/lausanne/sabato,2,21,9.52%,6.76
https://www.fleafind.ch/fr/schweiz/bern/dimanche,2,21,9.52%,10.33
https://www.fleafind.ch/de/markt/strandgut-flohmarkt-neubad-luzern/2026-06-21,2,20,10%,4.55
https://www.fleafind.ch/de/maerkte/wochenende/geneve,2,20,10%,12.45
https://www.fleafind.ch/fr/markt/flohmarkt-buerkliplatz-zuerich/2026-05-16,2,19,10.53%,8.84
https://www.fleafind.ch/fr/markt/slow-fashion-market-lausanne/2026-10-04,2,18,11.11%,5
https://www.fleafind.ch/it/maerkte/juni-2026,2,17,11.76%,3.65
https://www.fleafind.ch/de/markt/flohmarkt-kanzlei-zuerich/2026-06-06,2,16,12.5%,4
https://www.fleafind.ch/en/markt/flohmarkt-lenzburg-metzgplatz/2026-06-27,2,16,12.5%,6.12
https://www.fleafind.ch/de/markt/vide-dressing-flon-lausanne,2,14,14.29%,5.21
https://www.fleafind.ch/de/markt/flohmarkt-barfuesserplatz-basel/2026-06-24,2,14,14.29%,5.36
https://www.fleafind.ch/de/markt/flohmarkt-petersplatz-basel/2026-08-08,2,13,15.38%,5
https://www.fleafind.ch/fr/maerkte/2026-07-04,2,13,15.38%,5.69
https://www.fleafind.ch/de/schweiz/vevey/sonntag,2,12,16.67%,6.67
https://www.fleafind.ch/fr/markt/flohmarkt-kanzlei-zuerich/2026-08-01,2,11,18.18%,2.45
https://www.fleafind.ch/fr/markt/marche-rumine-lausanne-samedi/2026-05-09,2,11,18.18%,5.27
https://www.fleafind.ch/de/markt/strandgut-flohmarkt-neubad-luzern/2026-07-05,2,10,20%,4.4
https://www.fleafind.ch/it/markt/floh-und-antiquitaetenmarkt-mellingen,2,10,20%,17
https://www.fleafind.ch/fr/schweiz/aarau,2,9,22.22%,5
https://www.fleafind.ch/en/markt/rosenhof-markt-zuerich/2026-08-01,2,9,22.22%,6.11
https://www.fleafind.ch/en/markt/baden-bazaar/2026-11-08,2,8,25%,4.62
https://www.fleafind.ch/fr/schweiz/baden/dimanche,2,8,25%,6
https://www.fleafind.ch/it/maerkte/naechste-woche,2,7,28.57%,6.14
https://www.fleafind.ch/de/maerkte/2026-08-22,2,7,28.57%,6.29
https://www.fleafind.ch/fr/markt/marche-aux-puces-plainpalais-geneve-samstag/2026-07-18,2,6,33.33%,2.67
https://www.fleafind.ch/fr/markt/brocante-17-terra-geneve/2026-07-11,2,6,33.33%,5.5
https://www.fleafind.ch/de/schweiz/nyon/dieses-wochenende,2,5,40%,4.8
https://www.fleafind.ch/it/maerkte/domenica,2,5,40%,5
https://www.fleafind.ch/de/maerkte/2026-09-05,2,3,66.67%,2.33
https://www.fleafind.ch/fr/markt/nostalgie-flohmarkt-worb-bern/2026-09-13,1,248,0.4%,7.3
https://www.fleafind.ch/de/markt/quartierflohmarkt-st-johann,1,187,0.53%,9.74
https://www.fleafind.ch/en/markt/flohmarkt-buerkliplatz-zuerich,1,162,0.62%,6.8
https://www.fleafind.ch/fr/markt/vide-dressing-flon-lausanne/2026-06-06,1,157,0.64%,7.24
https://www.fleafind.ch/en/markt/flohmarkt-the-stage-liebefeld-bern,1,147,0.68%,9.29
https://www.fleafind.ch/en/markt/night-flohmarkt-kloten,1,143,0.7%,7.64
https://www.fleafind.ch/en/markt/flohmarkt-rueticenter-pratteln/2026-09-06,1,138,0.72%,12.08
https://www.fleafind.ch/en/markt/flohmarkt-buelach-stadthalle,1,137,0.73%,10.8
https://www.fleafind.ch/fr/markt/quartierflohmarkt-matthaeus,1,134,0.75%,8.28
https://www.fleafind.ch/en/schweiz/lugano/this-weekend,1,122,0.82%,11.61
https://www.fleafind.ch/de/markt/flohmarkt-grosse-halle-bern/2026-06-07,1,117,0.85%,7.22
https://www.fleafind.ch/de/markt/flohmarkt-the-stage-liebefeld-bern,1,113,0.88%,7.49
https://www.fleafind.ch/de/schweiz/basel/samstag,1,112,0.89%,26.39
https://www.fleafind.ch/en/markt/flohmarkt-kanzlei-zuerich/2026-05-30,1,107,0.93%,6.73
https://www.fleafind.ch/fr/markt/fete-livres-disques-ouchy-lausanne,1,107,0.93%,6.91
https://www.fleafind.ch/en/maerkte/sunday,1,93,1.08%,10.52
https://www.fleafind.ch/de/markt/flohmarkt-petersplatz-basel/2026-05-09,1,92,1.09%,4.55
https://www.fleafind.ch/de/markt/nostalgie-flohmarkt-worb-bern/2026-09-13,1,89,1.12%,5.01
https://www.fleafind.ch/en/schweiz/geneve/this-weekend,1,84,1.19%,22.31
